init_roofline,auto_regression_roofline,init_simulated,auto_regression_simulated,total_area,timestamp
0.253193845546875,0.343709557546875,0.00520016775,0.0071737085,571.5759802616321,2024-12-27 11:41:54
0.253015620546875,0.315139908546875,0.0051845890833333,0.0066634768333333,571.5759802616321,2024-12-27 11:42:41
0.252926508046875,0.300855084046875,0.00517376475,0.0064053235,571.5759802616321,2024-12-27 11:43:29
0.253193845546875,0.343709557546875,0.00520016775,0.0071737085,571.5759802616321,2024-12-27 11:44:16
0.253015620546875,0.315139908546875,0.0051845890833333,0.0066634768333333,571.5759802616321,2024-12-27 11:45:04
0.252926508046875,0.300855084046875,0.00517376475,0.0064053235,571.5759802616321,2024-12-27 11:46:01
0.253193845546875,0.343709557546875,0.005178068125,0.0071331648749999,571.5759802616321,2024-12-27 11:46:50
0.253015620546875,0.315139908546875,0.0051629269583333,0.0066233707083333,571.5759802616321,2024-12-27 11:48:28
0.252926508046875,0.300855084046875,0.005155350125,0.006368464875,571.5759802616321,2024-12-27 11:49:31
0.253193845546875,0.343709557546875,0.005178068125,0.0071331648749999,571.5759802616321,2024-12-27 11:50:19
0.253015620546875,0.315139908546875,0.0051629269583333,0.0066233707083333,571.5759802616321,2024-12-27 11:51:28
0.252926508046875,0.300855084046875,0.005155350125,0.006368464875,571.5759802616321,2024-12-27 11:53:06
0.253193845546875,0.343709557546875,0.0051712565833333,0.0071202053333333,571.5759802616321,2024-12-27 11:54:45
0.253015620546875,0.315139908546875,0.0051561154166666,0.0066104111666666,571.5759802616321,2024-12-27 11:56:24
0.252926508046875,0.300855084046875,0.0051485385833333,0.0063555053333333,571.5759802616321,2024-12-27 11:58:04
0.253193845546875,0.343709557546875,0.0051712565833333,0.0071202053333333,571.5759802616321,2024-12-27 11:59:44
0.253015620546875,0.315139908546875,0.0051561154166666,0.0066104111666666,571.5759802616321,2024-12-27 12:01:23
0.252926508046875,0.300855084046875,0.0051485385833333,0.0063555053333333,571.5759802616321,2024-12-27 12:03:03
0.253193845546875,0.343709557546875,0.0051663745625,0.0071122493125,571.5759802616321,2024-12-27 12:04:42
0.253015620546875,0.315139908546875,0.0051518733958333,0.0066030951458333,571.5759802616321,2024-12-27 12:06:21
0.252926508046875,0.300855084046875,0.0051442965624999,0.0063481893125,571.5759802616321,2024-12-27 12:08:00
0.253193845546875,0.343709557546875,0.0051663745625,0.0071122493125,571.5759802616321,2024-12-27 12:09:39
0.253015620546875,0.315139908546875,0.0051518733958333,0.0066030951458333,571.5759802616321,2024-12-27 12:11:18
0.252926508046875,0.300855084046875,0.0051442965624999,0.0063481893125,571.5759802616321,2024-12-27 12:12:57
0.253193845546875,0.343709557546875,0.00516418935,0.0071082197,571.5759802616321,2024-12-27 12:14:36
0.253015620546875,0.315139908546875,0.0051501681833333,0.0065995455333333,571.5759802616321,2024-12-27 12:16:15
0.252926508046875,0.300855084046875,0.00514259135,0.0063446397,571.5759802616321,2024-12-27 12:17:53
0.253193845546875,0.343709557546875,0.00516418935,0.0071082197,571.5759802616321,2024-12-27 12:19:31
0.253015620546875,0.315139908546875,0.0051501681833333,0.0065995455333333,571.5759802616321,2024-12-27 12:21:10
0.252926508046875,0.300855084046875,0.00514259135,0.0063446397,571.5759802616321,2024-12-27 12:22:48
0.253193845546875,0.343709557546875,0.0051613825416666,0.0071041832916666,571.5759802616321,2024-12-27 12:24:27
0.253015620546875,0.315139908546875,0.005148471375,0.006596619125,571.5759802616321,2024-12-27 12:26:05
0.252926508046875,0.300855084046875,0.0051408945416666,0.0063417132916666,571.5759802616321,2024-12-27 12:27:43
0.253193845546875,0.343709557546875,0.0051613825416666,0.0071041832916666,571.5759802616321,2024-12-27 12:29:22
0.253015620546875,0.315139908546875,0.005148471375,0.006596619125,571.5759802616321,2024-12-27 12:31:01
0.252926508046875,0.300855084046875,0.0051408945416666,0.0063417132916666,571.5759802616321,2024-12-27 12:32:39
0.253193845546875,0.343709557546875,0.00515848153125,0.00709974528125,571.5759802616321,2024-12-27 12:34:17
0.253015620546875,0.315139908546875,0.0051467703645833,0.0065933811145833,571.5759802616321,2024-12-27 12:35:56
0.252926508046875,0.300855084046875,0.00513919353125,0.00633847528125,571.5759802616321,2024-12-27 12:37:35
0.253193845546875,0.343709557546875,0.00515848153125,0.00709974528125,571.5759802616321,2024-12-27 12:39:14
0.253015620546875,0.315139908546875,0.0051467703645833,0.0065933811145833,571.5759802616321,2024-12-27 12:40:52
0.252926508046875,0.300855084046875,0.00513919353125,0.00633847528125,571.5759802616321,2024-12-27 12:42:31
0.253193845546875,0.343709557546875,0.0051570289249999,0.0070973704749999,571.5759802616321,2024-12-27 12:44:11
0.253015620546875,0.315139908546875,0.0051458902583333,0.0065915788083333,571.5759802616321,2024-12-27 12:45:50
0.252926508046875,0.300855084046875,0.005138340925,0.006336700475,571.5759802616321,2024-12-27 12:47:29
0.253193845546875,0.343709557546875,0.0051570289249999,0.0070973704749999,571.5759802616321,2024-12-27 12:49:08
0.253015620546875,0.315139908546875,0.0051458902583333,0.0065915788083333,571.5759802616321,2024-12-27 12:50:46
0.252926508046875,0.300855084046875,0.005138340925,0.006336700475,571.5759802616321,2024-12-27 12:52:24
0.253193845546875,0.343709557546875,0.0051555805208333,0.0070953072708333,571.5759802616321,2024-12-27 12:54:02
0.253015620546875,0.315139908546875,0.0051448018541666,0.0065898756041666,571.5759802616321,2024-12-27 12:55:41
0.252926508046875,0.300855084046875,0.0051374925208333,0.0063352372708333,571.5759802616321,2024-12-27 12:57:19
0.253193845546875,0.343709557546875,0.0051555805208333,0.0070953072708333,571.5759802616321,2024-12-27 12:58:58
0.253015620546875,0.315139908546875,0.0051448018541666,0.0065898756041666,571.5759802616321,2024-12-27 13:00:37
0.252926508046875,0.300855084046875,0.0051374925208333,0.0063352372708333,571.5759802616321,2024-12-27 13:02:16
0.253193845546875,0.343709557546875,0.0048917027499999,0.0068652434999999,572.32608982091,2024-12-27 13:04:16
0.253015620546875,0.315139908546875,0.0048652015833333,0.0063440893333333,572.32608982091,2024-12-27 13:06:16
0.252926508046875,0.300855084046875,0.0048517597499999,0.0060833185,572.32608982091,2024-12-27 13:08:16
0.253193845546875,0.343709557546875,0.0048917027499999,0.0068652434999999,572.32608982091,2024-12-27 13:10:16
0.253015620546875,0.315139908546875,0.0048652015833333,0.0063440893333333,572.32608982091,2024-12-27 13:12:16
0.252926508046875,0.300855084046875,0.0048517597499999,0.0060833185,572.32608982091,2024-12-27 13:14:17
0.253193845546875,0.343709557546875,0.004863910625,0.006819007375,572.32608982091,2024-12-27 13:16:17
0.253015620546875,0.315139908546875,0.0048451144583333,0.0063055582083333,572.32608982091,2024-12-27 13:18:16
0.252926508046875,0.300855084046875,0.004831672625,0.006044787375,572.32608982091,2024-12-27 13:20:17
0.253193845546875,0.343709557546875,0.004863910625,0.006819007375,572.32608982091,2024-12-27 13:22:18
0.253015620546875,0.315139908546875,0.0048451144583333,0.0063055582083333,572.32608982091,2024-12-27 13:24:19
0.252926508046875,0.300855084046875,0.004831672625,0.006044787375,572.32608982091,2024-12-27 13:26:19
0.253193845546875,0.343709557546875,0.0048515790833333,0.0068005278333333,572.32608982091,2024-12-27 13:28:19
0.253015620546875,0.315139908546875,0.0048360004166666,0.0062902961666666,572.32608982091,2024-12-27 13:30:18
0.252926508046875,0.300855084046875,0.0048254610833333,0.0060324278333333,572.32608982091,2024-12-27 13:32:19
0.253193845546875,0.343709557546875,0.0048515790833333,0.0068005278333333,572.32608982091,2024-12-27 13:34:21
0.253015620546875,0.315139908546875,0.0048360004166666,0.0062902961666666,572.32608982091,2024-12-27 13:36:21
0.252926508046875,0.300855084046875,0.0048254610833333,0.0060324278333333,572.32608982091,2024-12-27 13:38:21
0.253193845546875,0.343709557546875,0.0048450570625,0.0067909318125,572.32608982091,2024-12-27 13:40:21
0.253015620546875,0.315139908546875,0.0048294783958333,0.0062807001458333,572.32608982091,2024-12-27 13:42:22
0.252926508046875,0.300855084046875,0.0048216815625,0.0060255743124999,572.32608982091,2024-12-27 13:44:21
0.253193845546875,0.343709557546875,0.0048450570625,0.0067909318125,572.32608982091,2024-12-27 13:46:20
0.253015620546875,0.315139908546875,0.0048294783958333,0.0062807001458333,572.32608982091,2024-12-27 13:48:21
0.252926508046875,0.300855084046875,0.0048216815625,0.0060255743124999,572.32608982091,2024-12-27 13:50:12
0.253193845546875,0.343709557546875,0.00484142435,0.0067854547,572.32608982091,2024-12-27 13:52:14
0.253015620546875,0.315139908546875,0.0048258456833333,0.0062752230333333,572.32608982091,2024-12-27 13:54:15
0.252926508046875,0.300855084046875,0.00481804885,0.0060200972,572.32608982091,2024-12-27 13:56:16
0.253193845546875,0.343709557546875,0.00484142435,0.0067854547,572.32608982091,2024-12-27 13:57:17
0.253015620546875,0.315139908546875,0.0048258456833333,0.0062752230333333,572.32608982091,2024-12-27 13:58:40
0.252926508046875,0.300855084046875,0.00481804885,0.0060200972,572.32608982091,2024-12-27 13:59:42
0.253193845546875,0.343709557546875,0.0048392475416666,0.0067820482916666,572.32608982091,2024-12-27 14:01:41
0.253015620546875,0.315139908546875,0.004823668875,0.006271816625,572.32608982091,2024-12-27 14:03:41
0.252926508046875,0.300855084046875,0.0048158720416666,0.0060166907916666,572.32608982091,2024-12-27 14:05:42
0.253193845546875,0.343709557546875,0.0048392475416666,0.0067820482916666,572.32608982091,2024-12-27 14:06:42
0.253015620546875,0.315139908546875,0.004823668875,0.006271816625,572.32608982091,2024-12-27 14:07:40
0.252926508046875,0.300855084046875,0.0048158720416666,0.0060166907916666,572.32608982091,2024-12-27 14:08:38
